"Contig"	"TAIRaccessions"	"intQ"	"originQ"	"trtQ"	"covQ"	"GOterms"
"Contig9433"	"Contig9433"	"AT5G46850,AT5G55810"	0.283848350114739	1	0.0109418848942955	0.492388003909849	"GO:0000309, GO:0000309, GO:0004515, GO:0005575, GO:0009058, GO:0009435, GO:0009435, GO:0009555, GO:0009860, GO:0009860, GO:0009860, GO:0003674, GO:0005789, GO:0005789, GO:0005789, GO:0005789, GO:0005789, GO:0005789, GO:0005789, GO:0005789, GO:0006506, GO:0006506, GO:0006506, GO:0006506, GO:0006506, GO:0006506, GO:0012505"
"Contig9436"	"Contig9436"	"AT1G34320,NA"	0.448193571824966	0.106330322944979	0.321506759746367	0.0269093822370584	"GO:0005886, GO:0006499, GO:0006499, GO:0006499"
"Contig944"	"Contig944"	"AT1G63210,NA"	0.787450430737512	1	0.0331951300280659	0.767245364496411	"GO:0003723, GO:0009790, GO:0016788"
"Contig9441"	"Contig9441"	"AT1G01860,AT1G18180"	0.840396344318853	1	0.00120530439514616	0.234075327383266	"GO:0005886, GO:0005886, GO:0005886, GO:0006629, GO:0016627, GO:0009409, GO:0009409, GO:0009507, GO:0016422"
"Contig9452"	"Contig9452"	"AT3G52600,NA"	0.758005908120819	1	0.00385789156045537	0.851460953412752	"GO:0004553, GO:0004553, GO:0004553, GO:0005975, GO:0005975"
"Contig9454"	"Contig9454"	"AT2G38570,AT1G72840"	0.4002294126818	0.56573567820153	0.00979857762965322	1	"GO:0003674, GO:0008150, GO:0004888, GO:0004888, GO:0005524, GO:0005524, GO:0006952, GO:0006952, GO:0006952, GO:0007165, GO:0007165, GO:0031224, GO:0031224, GO:0045087, GO:0045087"
"Contig9459"	"Contig9459"	"AT5G22080,AT1G78010"	0.705075236330989	0.211311701015112	0.0163397232487158	1	"GO:0005575, GO:0006457, GO:0006457, GO:0006457, GO:0031072, GO:0031072, GO:0003924, GO:0003924, GO:0005525, GO:0005622, GO:0006400, GO:0006400, GO:0006400, GO:0006400, GO:0007264"
"Contig9462"	"Contig9462"	"AT3G45290,AT1G28410"	0.4153601540326	0.220994007053768	0.000477182372216908	1	"GO:0003674, GO:0008150, GO:0005516, GO:0005886, GO:0006952, GO:0008219, GO:0008219, GO:0016021"
"Contig9467"	"Contig9467"	"AT1G26090,AT5G43700"	0.773207552230155	0.756389436685154	0.0112534744302772	0.478938243252924	"GO:0009507, GO:0010287, GO:0010287, GO:0010287, GO:0010287, GO:0010287, GO:0010287, GO:0010287, GO:0010287, GO:0003677, GO:0003700, GO:0005622, GO:0005634, GO:0006417, GO:0006417, GO:0006417, GO:0009733, GO:0009733, GO:0010583"
"Contig9471"	"Contig9471"	"AT5G06600,NA"	0.616365160305989	0.250746727010624	0.0179150496984494	0.532584625615996	"GO:0004221, GO:0004221, GO:0004221, GO:0004843, GO:0005829, GO:0005829, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511"
"Contig9479"	"Contig9479"	"AT1G55860,AT4G02530"	0.782618830438605	1	0.000955477051666222	1	"GO:0003674, GO:0008150, GO:0009507, GO:0009507, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009579, GO:0009579, GO:0009579, GO:0009579, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0031977, GO:0000151, GO:0000151, GO:0004842, GO:0004842, GO:0004842, GO:0004842, GO:0005739, GO:0005829, GO:0006511, GO:0006511, GO:0006511, GO:0009506, GO:0016020, GO:0016567, GO:0016567, GO:0016567, GO:0042787, GO:0042787, GO:0042787"
"Contig9481"	"Contig9481"	"AT1G79040,AT5G23240"	0.795115356055351	1	0.0190806947760645	0.245893371729576	"GO:0005515, GO:0009507, GO:0009507, GO:0009523, GO:0009523, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009579, GO:0010270, GO:0010270, GO:0010270, GO:0010270, GO:0015979, GO:0015979, GO:0006457, GO:0006457, GO:0006457, GO:0006457, GO:0006457, GO:0006457, GO:0009507, GO:0031072, GO:0051082"
"Contig9496"	"Contig9496"	"AT4G09810,NA"	0.503613045562297	0.636286157241235	7.09725910731672e-05	0.342371834566027	"GO:0016020"
"Contig9498"	"Contig9498"	"AT1G16030,NA"	0.580621872325725	1	0.414628691844163	0.0484081622974108	"GO:0005524, GO:0005618, GO:0005829, GO:0005886, GO:0006457, GO:0006457, GO:0006457, GO:0009408, GO:0009408, GO:0009408, GO:0009408, GO:0009507, GO:0009615, GO:0016020"
"Contig9507"	"Contig9507"	"AT3G54970,AT1G20850"	0.363887147014925	0.177229997278153	0.000722529625291674	0.516078851691576	"GO:0005618, GO:0006508, GO:0008233, GO:0008234, GO:0010623, GO:0003824, GO:0003824, GO:0005575, GO:0008152, GO:0008152"
"Contig9508"	"Contig9508"	"AT3G24140,AT4G25980"	0.552783991518171	1	0.00209598655591639	0.783093393197806	"GO:0004601, GO:0004601, GO:0006979, GO:0012505, GO:0055114, GO:0003677, GO:0003700, GO:0003700, GO:0005634, GO:0010052, GO:0010052, GO:0045597, GO:0045893, GO:0045893, GO:0051782"
"Contig951"	"Contig951"	"AT3G57000,AT2G20360"	0.657479401257089	0.268787750591674	0.00906533474799734	0.840113835482465	"GO:0003674, GO:0003824, GO:0005488, GO:0005739, GO:0005739, GO:0005739, GO:0005747, GO:0005747, GO:0005747, GO:0005747, GO:0009651, GO:0009651, GO:0016020, GO:0050662"
"Contig9515"	"Contig9515"	"AT2G31240,AT1G73655"	0.44463578249112	1	0.00769151328058017	0.551399983202179	"GO:0000413, GO:0000413, GO:0000413, GO:0003755, GO:0003755, GO:0005528, GO:0005528, GO:0016020, GO:0018208, GO:0018208, GO:0018208, GO:0005488, GO:0008150"
"Contig9517"	"Contig9517"	"AT5G64170,NA"	0.468105195347782	0.917649990665691	0.000469415253852138	0.351659499467791	"GO:0003674, GO:0005575, GO:0008150"
"Contig9531"	"Contig9531"	"AT4G13250,AT2G41760"	0.491972228045586	0.30197921971809	0.00355649589813606	0.0803468152685002	"GO:0003674, GO:0005575, GO:0008150, GO:0009507, GO:0010304, GO:0010304, GO:0010304, GO:0015996, GO:0015996, GO:0016491, GO:0034256"
"Contig9537"	"Contig9537"	"ATCG01130,AT3G11740"	0.769500243039852	0.850786782970098	0.0122945211542612	1	"GO:0005515, GO:0009507, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0016020, GO:0003674, GO:0008150"
"Contig9543"	"Contig9543"	"NA,NA"	0.461313780040278	1	0.0356936591980492	0.363499673979444	NA
"Contig9551"	"Contig9551"	"AT5G43600,AT1G05170"	0.561188285083735	0.0417521704057425	0.520561088565474	0.708617078312671	"GO:0006486, GO:0006486, GO:0006486, GO:0006486, GO:0006486, GO:0006486, GO:0012505, GO:0016020, GO:0016020, GO:0016757, GO:0016758, GO:0000256, GO:0000256, GO:0004848, GO:0006508, GO:0008237, GO:0012505"
"Contig9567"	"Contig9567"	"AT2G18980,NA"	0.563838897602386	0.321159421698251	0.00196869925283865	1	"GO:0004601, GO:0004601, GO:0006979, GO:0012505, GO:0020037, GO:0055114"
"Contig9573"	"Contig9573"	"AT5G46840,AT2G06925"	0.734725089751172	0.125431856792335	0.0332093670662072	0.759707171134941	"GO:0004623, GO:0004623, GO:0004623, GO:0005773, GO:0005773, GO:0006644, GO:0006644, GO:0016042, GO:0000166, GO:0000166, GO:0003676, GO:0003676, GO:0003676, GO:0003723"
"Contig9578"	"Contig9578"	"AT3G24080,AT5G49160"	0.373151434384372	0.909889061432547	0.0446649416132724	1	"GO:0006349, GO:0006349, GO:0008168, GO:0009294, GO:0009910, GO:0010069, GO:0010069, GO:0010216, GO:0010216, GO:0010216, GO:0010424, GO:0010424, GO:0010424, GO:0003674, GO:0005829"
"Contig9586"	"Contig9586"	"NA,NA"	0.618389811882554	1	0.0234236217018862	1	NA
"Contig9588"	"Contig9588"	"AT4G17170,AT1G31130"	0.766846723937448	1	0.0166949280587078	1	"GO:0003924, GO:0005525, GO:0005773, GO:0005773, GO:0005886, GO:0006888, GO:0006888, GO:0016020, GO:0016049, GO:0048235, GO:0048235, GO:0003674, GO:0005575, GO:0008150"
"Contig959"	"Contig959"	"ATCG00190,AT4G10400"	0.757877248092794	0.335315821379113	0.000911564621657491	0.311327962202128	"GO:0003674, GO:0005575, GO:0008150, GO:0003899, GO:0005515, GO:0006354, GO:0006354, GO:0009295, GO:0009507, GO:0009507"
"Contig9596"	"Contig9596"	"AT1G07040,NA"	0.678120891112035	1	0.00168177327776355	0.0827728107647948	"GO:0008150"
"Contig9608"	"Contig9608"	"AT5G10010,AT2G37600"	0.817788373809815	0.160723975287068	0.000774261158757339	0.133756001965757	"GO:0003735, GO:0003735, GO:0003735, GO:0005840, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0022625, GO:0022625, GO:0022625, GO:0022625, GO:0003674, GO:0005730, GO:0005730, GO:0008150"
"Contig9613"	"Contig9613"	"AT5G10290,NA"	0.712289348076168	1	0.0049986000139239	0.0473963203520437	"GO:0005886, GO:0006468, GO:0006468, GO:0006468, GO:0016301"
"Contig963"	"Contig963"	"AT4G17040,AT3G54640"	0.655920150038174	0.735410382230107	0.0430680751226062	1	"GO:0000162, GO:0000162, GO:0004834, GO:0009507, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0042742, GO:0042742, GO:0052544, GO:0052544, GO:0052544, GO:0000302, GO:0004252, GO:0009507, GO:0009532, GO:0009532, GO:0009532, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0010468"
"Contig9630"	"Contig9630"	"AT5G46290,AT3G09670"	0.546005294435058	0.659134580771598	0.0229790202502061	0.0827087940300575	"GO:0003824, GO:0003824, GO:0003824, GO:0004312, GO:0009507, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009790, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0010020, GO:0010020, GO:0016020, GO:0016020, GO:0016747, GO:0016747, GO:0003674, GO:0005575, GO:0008150"
"Contig9635"	"Contig9635"	"AT2G35320,NA"	0.660096127116363	1	0.0200180760595648	1	"GO:0005575, GO:0006470, GO:0006470, GO:0006470, GO:0030946"
"Contig964"	"Contig964"	"AT3G04460,AT4G15920"	0.249009322999092	1	0.0487147377695874	1	"GO:0005887, GO:0005887, GO:0008150, GO:0012505, GO:0016020, GO:0016020, GO:0016021, GO:0051119, GO:0005777, GO:0005777, GO:0005778, GO:0005778, GO:0005778, GO:0006635, GO:0006635, GO:0007031, GO:0007031, GO:0008270, GO:0016558, GO:0016558, GO:0016558, GO:0016558, GO:0016558, GO:0016558, GO:0016558, GO:0016558, GO:0016558, GO:0048598"
"Contig9642"	"Contig9642"	"AT2G15240,AT5G56360"	0.0621365326182521	1	0.0230194599446277	0.856500724902815	"GO:0003674, GO:0008150, GO:0005516, GO:0005516, GO:0012505, GO:0042742, GO:0042742"
"Contig9645"	"Contig9645"	"AT5G35690,NA"	0.726445918483	1	0.00148941018981215	1	"GO:0005575"
"Contig9647"	"Contig9647"	"AT4G31560,AT3G11830"	0.0407213152012365	0.843638363272219	0.490738638740755	1	"GO:0003674, GO:0010190, GO:0010190, GO:0042651, GO:0042651, GO:0005524, GO:0005524, GO:0005829, GO:0046686, GO:0051082, GO:0051082"
"Contig9654"	"Contig9654"	"AT2G30570,AT3G22220"	0.433711580089396	0.753862093458401	0.00737996844562606	0.492565864227718	"GO:0003674, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0042549, GO:0042549, GO:0042549, GO:0003677, GO:0003677, GO:0008150, GO:0009506, GO:0046983, GO:0046983"
"Contig9656"	"Contig9656"	"AT5G26990,AT4G16150"	0.78229757597532	1	0.435445497888048	0.0340426654088212	"GO:0009414, GO:0009414, GO:0005516, GO:0005634, GO:0006355, GO:0006355, GO:0006355, GO:0006355"
"Contig9663"	"Contig9663"	"AT3G54280,AT3G24730"	0.674632433993725	0.818113575269797	0.0102825836114041	1	"GO:0003824, GO:0005681, GO:0005681, GO:0005681, GO:0005681, GO:0007067, GO:0007067, GO:0007067, GO:0007067, GO:0003676, GO:0003676, GO:0003677, GO:0003677, GO:0003677, GO:0004386, GO:0004386, GO:0004386, GO:0005488, GO:0005488, GO:0005524, GO:0005524, GO:0005524"
"Contig9664"	"Contig9664"	"AT2G43560,AT3G52870"	0.664261555394186	1	0.0466514852196103	1	"GO:0005516, GO:0005575, GO:0008150, GO:0000413, GO:0000413, GO:0000413, GO:0003755, GO:0003755, GO:0005528, GO:0005528, GO:0009507, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009579, GO:0009579, GO:0016020, GO:0018208, GO:0018208, GO:0018208, GO:0031977"
"Contig9671"	"Contig9671"	"AT5G04600,NA"	0.854708302383378	0.0297465924165069	0.309553849238166	0.185079276045454	"GO:0000166, GO:0003676, GO:0003676, GO:0003723, GO:0005730, GO:0005730, GO:0008150"
"Contig9687"	"Contig9687"	"AT1G74040,AT5G23660"	0.779752179289349	0.492827895686281	0.00308728255335548	0.49594834827021	"GO:0005887, GO:0005887, GO:0008150, GO:0012505, GO:0016020, GO:0016020, GO:0016021, GO:0051119, GO:0003852, GO:0003852, GO:0003852, GO:0009098, GO:0009098, GO:0009098, GO:0009098, GO:0009507, GO:0009941, GO:0009941, GO:0009941, GO:0009941"
"Contig9688"	"Contig9688"	"AT3G46440,NA"	0.865241307045443	0.0784405575269664	0.000125494517892211	0.435070246003859	"GO:0003824, GO:0005829, GO:0005829, GO:0009225, GO:0009225, GO:0042732, GO:0042732, GO:0048040"
"Contig9689"	"Contig9689"	"AT2G19730,AT5G39000"	0.471330372466199	0.994338185605036	0.00275194155738589	0.861947505831147	"GO:0003735, GO:0003735, GO:0003735, GO:0003735, GO:0005618, GO:0005618, GO:0005840, GO:0005886, GO:0005886, GO:0005886, GO:0005886, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0009506, GO:0009506, GO:0009506, GO:0009507, GO:0009507, GO:0009507, GO:0022625, GO:0022625, GO:0022625, GO:0022625, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0042254, GO:0006468, GO:0006468, GO:0006468, GO:0012505, GO:0016301, GO:0016301"
"Contig9690"	"Contig9690"	"AT1G11430,NA"	0.737107915988443	0.595762329511192	0.0375880406945508	0.680921429105052	"GO:0009507, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009941, GO:0009941, GO:0009941, GO:0009941"
"Contig9698"	"Contig9698"	"AT3G03940,AT1G74240"	0.637249987739031	1	0.00346150315665569	1	"GO:0005488, GO:0005488, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0006810, GO:0006810, GO:0006839, GO:0006839, GO:0016020, GO:0055085, GO:0055085, GO:0004672, GO:0004672, GO:0004674, GO:0004674, GO:0005524, GO:0005575, GO:0006468, GO:0006468, GO:0006468, GO:0016301"
"Contig9703"	"Contig9703"	"AT1G19330,AT5G45960"	0.768942930592723	1	0.00160452762152115	0.728636045486218	"GO:0004091, GO:0006629, GO:0012505, GO:0016298, GO:0016788, GO:0003674, GO:0005575, GO:0008150"
"Contig9704"	"Contig9704"	"AT1G03030,AT3G13060"	0.531838521837357	0.302828929072871	0.0881493995966094	0.0438187061338807	"GO:0005524, GO:0005524, GO:0008152, GO:0009058, GO:0009507, GO:0016301, GO:0016301, GO:0016773, GO:0003674, GO:0005829, GO:0005829, GO:0008150"
"Contig9714"	"Contig9714"	"AT1G10550,AT1G26945"	0.804386708147961	0.380169499190422	0.0499439625005623	0.338082903651735	"GO:0005634, GO:0009416, GO:0009507, GO:0004553, GO:0005887, GO:0005887, GO:0009831, GO:0009831, GO:0016762, GO:0016798"
"Contig9721"	"Contig9721"	"AT3G01860,NA"	0.846543252498552	1	0.00632338476814263	1	"GO:0003674, GO:0009507, GO:0046686, GO:0046686"
"Contig9723"	"Contig9723"	"AT5G63440,NA"	0.776173365915184	1	0.00719987920309331	0.31975775445652	"GO:0003674, GO:0005575, GO:0008150"
"Contig9736"	"Contig9736"	"AT1G59650,AT5G48760"	0.140082441196183	0.294457161827272	0.483310863516086	0.0217626214843047	"GO:0003674, GO:0005886, GO:0005886, GO:0006499, GO:0006499, GO:0006499, GO:0003735, GO:0003735, GO:0003735, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0015934, GO:0015934, GO:0022625, GO:0022625, GO:0022625, GO:0022625, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626"
"Contig9741"	"Contig9741"	"AT3G17465,NA"	0.349176941798982	0.0258146056747907	0.134199608189375	0.391154654852802	"GO:0003735, GO:0003735, GO:0005739, GO:0005840, GO:0005840, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412, GO:0006412"
"Contig9747"	"Contig9747"	"AT5G39040,NA"	0.393673434863484	0.101244913774136	0.000260782831084341	0.798599213505469	"GO:0000325, GO:0000325, GO:0005215, GO:0005215, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005886, GO:0006200, GO:0006200, GO:0010044, GO:0015421, GO:0015421, GO:0016021, GO:0035672, GO:0035672, GO:0042626, GO:0042626, GO:0055085, GO:0055085"
"Contig9750"	"Contig9750"	"AT5G26180,NA"	0.529289985129597	1	0.0474184585511972	1	"GO:0003674, GO:0005575, GO:0008150"
"Contig9752"	"Contig9752"	"AT1G69120,AT2G47490"	0.575385457399179	1	5.84606637324646e-06	0.0514126060478524	"GO:0005488, GO:0005739, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0006810, GO:0006839, GO:0006839, GO:0031969, GO:0031969, GO:0031969, GO:0031969, GO:0031969, GO:0043132, GO:0051724, GO:0003677, GO:0003677, GO:0003700, GO:0003700, GO:0003700, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005634, GO:0009908, GO:0009933, GO:0010076, GO:0010076, GO:0010582, GO:0045893, GO:0045893, GO:0045893, GO:0045893, GO:0046982"
"Contig9754"	"Contig9754"	"AT2G36145,NA"	0.432412422110751	1	0.00332698932628658	0.800968408702989	"GO:0003674, GO:0008150, GO:0009507, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009570, GO:0009570, GO:0009570, GO:0009570"
"Contig9759"	"Contig9759"	"NA,NA"	0.56621923804112	1	0.0185360784190409	0.217946572333979	NA
"Contig9765"	"Contig9765"	"AT4G26740,AT5G04290"	0.823844957795952	1	0.0234743368495745	0.597505131783139	"GO:0004392, GO:0004497, GO:0005509, GO:0005509, GO:0006952, GO:0009793, GO:0016021, GO:0031408, GO:0031408, GO:0034389, GO:0034389, GO:0071614, GO:0000166, GO:0005575, GO:0006306, GO:0006306, GO:0006306, GO:0030422, GO:0030422"
"Contig9769"	"Contig9769"	"AT5G64813,AT4G22690"	0.324377577989608	1	0.0443923508024384	1	"GO:0004497, GO:0005506, GO:0005618, GO:0005739, GO:0005774, GO:0005774, GO:0005774, GO:0005886, GO:0009055, GO:0019825, GO:0020037, GO:0055114, GO:0003924, GO:0005634, GO:0005737, GO:0009640, GO:0009640, GO:0032922"
"Contig977"	"Contig977"	"AT3G55770,AT5G64840"	0.780877369808557	0.789927251726921	0.029626603705271	0.831279059716487	"GO:0015629, GO:0051015, GO:0051017, GO:0051017, GO:0005215, GO:0005215, GO:0009624"
"Contig9776"	"Contig9776"	"AT1G79050,AT3G60850"	0.784463355518743	0.658100567476834	0.00890276412072552	0.653626188345219	"GO:0000166, GO:0000166, GO:0003677, GO:0003677, GO:0003677, GO:0003697, GO:0003697, GO:0005524, GO:0005524, GO:0006259, GO:0006259, GO:0006281, GO:0006281, GO:0006281, GO:0006281, GO:0006281, GO:0006281, GO:0006281, GO:0006281, GO:0006281, GO:0006310, GO:0008094, GO:0008094, GO:0008094, GO:0009432, GO:0009432, GO:0009507, GO:0009507, GO:0017111, GO:0017111, GO:0003674, GO:0005575, GO:0008150"
"Contig9780"	"Contig9780"	"AT4G17190,AT3G04940"	0.779860472011613	1	0.00229642265354519	1	"GO:0004124, GO:0004124, GO:0004124, GO:0019344, GO:0019344, GO:0019344, GO:0019344, GO:0004161, GO:0004337, GO:0004337, GO:0005829, GO:0045337, GO:0045337, GO:0045337, GO:0045337"
"Contig9782"	"Contig9782"	"AT4G21750,AT1G60970"	0.865241307045443	1	0.044567603913343	0.0784777674148065	"GO:0006810, GO:0006886, GO:0006886, GO:0030125, GO:0030125, GO:0030125, GO:0003677, GO:0003677, GO:0003677, GO:0003700, GO:0003700, GO:0005634, GO:0005634, GO:0005634, GO:0006355, GO:0006355, GO:0009913, GO:0009913, GO:0043565, GO:0048825"
"Contig9784"	"Contig9784"	"AT3G55850,AT5G50870"	0.504955294729087	0.0203374610337711	0.31145937164147	0.631817366004325	"GO:0004842, GO:0004842, GO:0005829, GO:0006511, GO:0006511, GO:0006511, GO:0008150, GO:0016787, GO:0016810, GO:0016810, GO:0048471, GO:0048471"
"Contig9789"	"Contig9789"	"AT1G26690,NA"	0.844837397191627	0.88728931663622	0.463601230595437	0.0417783481104608	"GO:0006810, GO:0006886, GO:0006886, GO:0008320, GO:0012505, GO:0016020, GO:0016021"
"Contig9791"	"Contig9791"	"AT5G34940,AT4G29490"	0.851244177886814	1	0.0140983123680459	0.463190373504317	"GO:0004177, GO:0009507, GO:0009987, GO:0030145, GO:0004566, GO:0004566, GO:0008150, GO:0009505, GO:0009505, GO:0009505"
"Contig9793"	"Contig9793"	"AT2G30200,NA"	0.802070235393333	1	0.0132224368963964	0.138614976692401	"GO:0003824, GO:0003824, GO:0004314, GO:0005488, GO:0005488, GO:0006633, GO:0006633, GO:0008152, GO:0008152, GO:0009507, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0016740, GO:0016740"
"Contig9807"	"Contig9807"	"AT2G44890,AT5G38630"	0.647727832717602	1	0.0173632678124555	0.0495306204193111	"GO:0008805, GO:0016021, GO:0004497, GO:0004497, GO:0005506, GO:0005506, GO:0009055, GO:0009055, GO:0012505, GO:0012505, GO:0019825, GO:0020037, GO:0020037, GO:0055114, GO:0055114"
"Contig981"	"Contig981"	"AT5G43700,AT2G18910"	0.730977552510801	1	0.00227854519456049	1	"GO:0003674, GO:0008150, GO:0003677, GO:0003700, GO:0005622, GO:0005634, GO:0006417, GO:0006417, GO:0006417, GO:0009733, GO:0009733, GO:0010583"
"Contig9816"	"Contig9816"	"AT3G48530,AT2G25737"	0.317893593958378	1	0.00680152292306931	1	"GO:0003674, GO:0008150, GO:0009505, GO:0012505, GO:0016021"
"Contig9820"	"Contig9820"	"AT5G40600,AT1G77030"	0.566918713817243	1	0.0487282452230821	0.768937897145558	"GO:0003676, GO:0003723, GO:0004386, GO:0005524, GO:0005634, GO:0008026, GO:0008150, GO:0016818, GO:0003674, GO:0012505"
"Contig9822"	"Contig9822"	"ATCG00750,AT4G39100"	0.608615084995005	0.189311860748051	0.00180553259706007	0.252672420434337	"GO:0000312, GO:0000312, GO:0000312, GO:0000312, GO:0003735, GO:0006412, GO:0006412, GO:0006412, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0003700, GO:0005634, GO:0009791"
"Contig9824"	"Contig9824"	"AT4G34530,AT5G47070"	0.260006454798616	1	0.0293192040884642	1	"GO:0004672, GO:0004672, GO:0004674, GO:0004674, GO:0005524, GO:0005886, GO:0006468, GO:0006468, GO:0006468, GO:0016301, GO:0003677, GO:0003677, GO:0003700, GO:0003700, GO:0003700, GO:0005634, GO:0006351, GO:0006351, GO:0009911"
"Contig9836"	"Contig9836"	"AT1G04870,NA"	0.763140412905471	1	0.00482437852202901	1	"GO:0005829, GO:0005829, GO:0008168, GO:0008469, GO:0010228, GO:0010228, GO:0016277, GO:0019919, GO:0019919, GO:0019919, GO:0035241, GO:0035242"
"Contig9837"	"Contig9837"	"AT1G49430,NA"	0.553245952368936	1	0.00499286595703977	1	"GO:0004467, GO:0004467, GO:0005783, GO:0006631, GO:0006631, GO:0006633, GO:0006633, GO:0009506, GO:0010025, GO:0010025, GO:0010143, GO:0010143, GO:0010143, GO:0010143, GO:0010311, GO:0031957, GO:0050832, GO:0050832"
"Contig9838"	"Contig9838"	"AT5G22050,AT3G55040"	0.315607716437086	1	0.283493133852711	0.0329181981029879	"GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0010731, GO:0010731, GO:0010731, GO:0004672, GO:0004672, GO:0004672, GO:0004672, GO:0005524, GO:0005524, GO:0005886, GO:0005886, GO:0005886, GO:0005886, GO:0006468, GO:0006468, GO:0006468, GO:0006468, GO:0006468, GO:0006468, GO:0016301"
"Contig9842"	"Contig9842"	"AT3G26370,NA"	0.670653221824156	0.971492466431219	0.0216954836244844	0.979036054097884	"GO:0005794"
"Contig9846"	"Contig9846"	"AT4G17790,AT2G47210"	0.332046028722513	1	0.0143469900075939	0.0376409622985032	"GO:0008150, GO:0003677, GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0006355, GO:0006499, GO:0006499, GO:0006499, GO:0045892, GO:0045892"
"Contig9847"	"Contig9847"	"AT4G23420,NA"	0.814841376317333	1	0.0080253861443865	0.713308686825171	"GO:0003824, GO:0003824, GO:0003824, GO:0005488, GO:0005488, GO:0005488, GO:0008152, GO:0008152, GO:0008152, GO:0008152, GO:0009507, GO:0016491, GO:0016491, GO:0016491, GO:0016491, GO:0055114, GO:0055114, GO:0055114"
